2018-03-31 18:38:49, INFO, 115.200.227.119, File[ E:\msw\unionchargepay\pay.php ], Line[53]------ ============处理前台请求开始=============== 
2018-03-31 18:38:49, INFO, 115.200.227.119, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[16]------ =====签名报文开始====== 
2018-03-31 18:38:49, INFO, 115.200.227.119, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://msw.unohacha.com/unionchargepay/BackReceive.php&bizType=000201&certId=73944830873&channelType=08&currencyCode=156&defaultPayType=0001&encoding=utf-8&frontUrl=http://msw.unohacha.com/unionchargepay/FrontReceive.php&merId=310420173990262&orderId=MS201803311838498052&reqReserved= 透传信息&signMethod=01&txnAmt=1&txnSubType=01&txnTime=20180331183849&txnType=01&version=5.0.0 
2018-03-31 18:38:49, INFO, 115.200.227.119, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[25]------ 摘要sha1x16 >46cc532eeca79b9832008578e30f72db7e9e3822 
2018-03-31 18:38:50, INFO, 115.200.227.119, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[33]------ 签名串为 >XhLts5xHfbcNzNPT5taHMibTfzPK09DLtyIm9BvAZwe+zBz8DAHFS5IRT9FLIJWmxgZkOi3NVMsfqsf21LL5Tvgq1snjqcVdjdBYg/fXYtFZYLHqm1fXLTo/o5Sop60hglcSOOGiAOEEuL6gaorWy0QV+FNPvU4QrIIPaDUNp/lfkQB84ZKx6K6HxV3ezrJhigv3ryh5CMggPG9VmNVALM/mDS7z8DCixd/j9ZaG5HoXWLDrk4XVjwXxcfZU2mi26UdK1SdbaBk7ELO74VDO+Y2oBQ6SZvtbKO/U0jiAJ6IZm1CF6aWPDCdy2pu4a1W8hsnjbdLsCSVsn7ZYsZixkw== 
2018-03-31 18:38:50, INFO, 115.200.227.119, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[38]------ =====签名报文结束====== 
2018-03-31 18:38:50, INFO, 115.200.227.119, File[ E:\msw\unionchargepay\pay.php ], Line[82]------ 前台请求地址为>https://gateway.95516.com/gateway/api/frontTransReq.do 
2018-03-31 18:39:49, INFO, 101.226.226.221, File[ E:\msw\unionchargepay\pay.php ], Line[53]------ ============处理前台请求开始=============== 
2018-03-31 18:39:49, INFO, 101.226.226.221, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[16]------ =====签名报文开始====== 
2018-03-31 18:39:49, INFO, 101.226.226.221, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[22]------ 签名key=val&...串 >accessType=0&backUrl=http://msw.unohacha.com/unionchargepay/BackReceive.php&bizType=000201&certId=73944830873&channelType=08&currencyCode=156&defaultPayType=0001&encoding=utf-8&frontUrl=http://msw.unohacha.com/unionchargepay/FrontReceive.php&merId=310420173990262&orderId=MS201803311838498052&reqReserved= 透传信息&signMethod=01&txnAmt=1&txnSubType=01&txnTime=20180331183949&txnType=01&version=5.0.0 
2018-03-31 18:39:49, INFO, 101.226.226.221, File[ E:\msw\unionchargepay\func\secureUtil.php ], Line[25]------ 摘要sha1x16 >abcca29d8e26aa9556dc248e5ba2a32f6efbab4d 
